燭,71ed,light,candlepower,,,,,,,,,, 
織,7e54,weave,fabric,,,,,,,,,, 
職,8077,post,employment,work,,,,,,,,, 
色,8272,color,,,,,,,,,,, 
触,89e6,contact,touch,feel,hit,proclaim,announce,conflict,,,,, 
食,98df,eat,food,,,,,,,,,, 
蝕,8755,eclipse,occultation,be defective,,,,,,,,, 
辱,8fb1,embarrass,humiliate,shame,,,,,,,,, 
尻,5c3b,buttocks,hips,butt,rear,,,,,,,, 
伸,4f38,expand,stretch,extend,lengthen,increase,,,,,,, 
信,4fe1,faith,truth,fidelity,trust,,,,,,,, 
侵,4fb5,encroach,invade,raid,trespass,violate,,,,,,, 
唇,5507,lips,,,,,,,,,,, 
娠,5a20,with child,pregnancy,,,,,,,,,, 
寝,5bdd,lie down,sleep,rest,bed,remain unsold,,,,,,, 
審,5be9,hearing,judge,trial,,,,,,,,, 
心,5fc3,heart,mind,spirit,heart radical (no. 61),,,,,,,, 
慎,614e,humility,be careful,discrete,prudent,,,,,,,, 
振,632f,shake,wave,wag,swing,,,,,,,, 
新,65b0,new,,,,,,,,,,, 
晋,664b,advance,,,,,,,,,,, 
森,68ee,forest,woods,,,,,,,,,, 
榛,699b,hazelnut,filbert,,,,,,,,,, 
浸,6d78,immersed,soak,dip,steep,moisten,wet,dunk,,,,, 
深,6df1,deep,heighten,intensify,strengthen,,,,,,,, 
申,7533,have the honor to,sign of the monkey,3-5PM,ninth sign of Chinese zodiac,,,,,,,, 
疹,75b9,measles,sickness,,,,,,,,,, 
真,771f,true,reality,Buddhist sect,,,,,,,,, 
神,795e,gods,mind,soul,,,,,,,,, 
秦,79e6,Manchu dynasty,name given to naturalized foreigners,,,,,,,,,, 
紳,7d33,sire,good belt,gentleman,,,,,,,,, 
臣,81e3,retainer,subject,,,,,,,,,, 
芯,82af,wick,,,,,,,,,,, 
薪,85aa,fuel,firewood,kindling,,,,,,,,, 
親,89aa,parent,intimacy,relative,familiarity,dealer (cards),,,,,,, 
診,8a3a,checkup,seeing,diagnose,examine,,,,,,,, 
身,8eab,somebody,person,one's station in life,,,,,,,,, 
辛,8f9b,spicy,bitter,hot,acrid,,,,,,,, 
進,9032,advance,proceed,progress,promote,,,,,,,, 
針,91dd,needle,pin,staple,stinger,,,,,,,, 
震,9707,quake,shake,tremble,quiver,shiver,,,,,,, 
人,4eba,person,,,,,,,,,,, 
仁,4ec1,humanity,virtue,benevolence,charity,man,kernel,,,,,, 
刃,5203,blade,sword,edge,,,,,,,,, 
塵,5875,dust,trash,garbage,,,,,,,,, 
壬,58ec,9th calendar sign,,,,,,,,,,, 
尋,5c0b,inquire,fathom,look for,,,,,,,,, 
甚,751a,tremendously,very,great,exceedingly,,,,,,,, 
尽,5c3d,exhaust,use up,run out of,deplete,befriend,serve,,,,,, 
腎,814e,kidney,,,,,,,,,,, 
訊,8a0a,request,question,investigate,,,,,,,,, 
迅,8fc5,swift,fast,,,,,,,,,, 
陣,9663,camp,battle array,ranks,position,,,,,,,, 
靭,976d,soft,pliable,quiver,,,,,,,,, 
笥,7b25,lunch box,clothes chest,,,,,,,,,, 
諏,8acf,consult,,,,,,,,,,, 
須,9808,ought,by all means,necessarily,,,,,,,,, 
酢,9162,vinegar,sour,acid,tart,,,,,,,, 
図,56f3,map,drawing,plan,unexpected,accidentally,,,,,,, 
厨,53a8,kitchen,,,,,,,,,,, 
逗,9017,stop,,,,,,,,,,, 
吹,5439,blow,breathe,puff,emit,smoke,,,,,,, 
垂,5782,droop,suspend,hang,slouch,,,,,,,, 
帥,5e25,commander,leading troops,governor,,,,,,,,, 
推,63a8,conjecture,infer,guess,suppose,support,,,,,,, 
水,6c34,water,,,,,,,,,,, 
炊,708a,cook,boil,,,,,,,,,, 
睡,7761,drowsy,sleep,die,,,,,,,,, 
粋,7c8b,chic,style,purity,essence,pith,cream,elite,choice,,,, 
翠,7fe0,green,,,,,,,,,,, 
衰,8870,decline,wane,weaken,,,,,,,,, 
遂,9042,consummate,accomplish,attain,commit (suicide),,,,,,,, 
酔,9154,drunk,feel sick,poisoned,elated,spellbound,,,,,,, 
錐,9310,auger,drill,awl,pyramid,cone,,,,,,, 
錘,9318,weight,plumb bob,sinker,,,,,,,,, 
随,968f,follow,though,notwithstanding,while,during,both,all,obey,submit to,comply,at the mercy of (the waves), 
瑞,745e,congratulations,,,,,,,,,,, 
髄,9ac4,marrow,pith,,,,,,,,,, 
崇,5d07,adore,respect,revere,worship,,,,,,,, 
嵩,5d69,be aggravated,grow worse,grow bulky,swell,,,,,,,, 
数,6570,number,strength,fate,law,figures,,,,,,, 
枢,67a2,hinge,pivot,door,,,,,,,,, 
趨,8da8,run,go,quick,tend towards,,,,,,,, 
雛,96db,chick,squab,duckling,doll,,,,,,,, 
据,636e,set,lay a foundation,install,equip,squat down,sit down,,,,,, 
杉,6749,cedar,cryptomeria,,,,,,,,,, 
椙,6919,Japanese cedar,cryptomeria,(kokuji),,,,,,,,, 
菅,83c5,sedge,,,,,,,,,,, 
頗,9817,prejudiced,exceedingly,,,,,,,,,, 
雀,96c0,sparrow,,,,,,,,,,, 
裾,88fe,cuff,hem,foot of mountain,,,,,,,,, 
澄,6f84,lucidity,be clear,clear,clarify,settle,strain,look grave,,,,, 
摺,647a,rub,fold,print (on cloth),,,,,,,,, 
寸,5bf8,measurement,foot/10,,,,,,,,,, 
世,4e16,generation,world,society,public,,,,,,,, 
瀬,702c,rapids,current,torrent,shallows,shoal,,,,,,, 
畝,755d,furrow,30 tsubo,ridge,rib,,,,,,,, 
是,662f,just so,this,right,justice,,,,,,,, 
凄,51c4,uncanny,weird,threatening,horrible,,,,,,,, 
制,5236,system,law,rule,,,,,,,,, 
勢,52e2,forces,energy,military strength,,,,,,,,, 
姓,59d3,surname,,,,,,,,,,, 
征,5f81,subjugate,attack the rebellious,collect taxes,,,,,,,,, 
性,6027,sex,gender,nature,,,,,,,,, 
成,6210,turn into,become,get,grow,elapse,reach,,,,,, 
政,653f,politics,government,,,,,,,,,, 
整,6574,organize,arranging,tune,tone,meter,key (music),,,,,, 
星,661f,star,spot,dot,mark,,,,,,,, 
晴,6674,clear up,,,,,,,,,,, 
棲,68f2,live,dwell,,,,,,,,,, 
栖,6816,nest,rookery,hive,cobweb,den,,,,,,, 
正,6b63,correct,justice,righteous,10**40,,,,,,,, 
清,6e05,pure,purify,cleanse,exorcise,Manchu dynasty,,,,,,, 
牲,7272,animal sacrifice,offering,,,,,,,,,, 
生,751f,life,genuine,birth,,,,,,,,, 
盛,76db,boom,prosper,copulate,,,,,,,,, 
精,7cbe,refined,ghost,fairy,energy,vitality,semen,excellence,purity,skill,,, 
聖,8056,holy,saint,sage,master,priest,,,,,,, 
声,58f0,voice,,,,,,,,,,, 
製,88fd,made in...,manufacture,,,,,,,,,, 
西,897f,west,Spain,,,,,,,,,, 
誠,8aa0,sincerity,admonish,warn,prohibit,truth,fidelity,,,,,, 
誓,8a93,vow,swear,pledge,,,,,,,,, 
請,8acb,solicit,invite,ask,,,,,,,,, 
逝,901d,departed,die,,,,,,,,,, 
醒,9192,awake,be disillusioned,sober up,,,,,,,,, 
青,9752,blue,green,,,,,,,,,, 
静,9759,quiet,,,,,,,,,,, 
斉,6589,adjusted,alike,equal,similar variety of,,,,,,,, 
税,7a0e,tax,duty,,,,,,,,,, 
脆,8106,brittle,fragile,easy to beat,sentimental,susceptible,,,,,,, 
隻,96bb,vessels,counter for ships,fish,birds,arrows,one of a pair,,,,,, 
席,5e2d,seat,mat,occasion,place,,,,,,,, 
惜,60dc,pity,be sparing of,frugal,stingy,regret,,,,,,, 
戚,621a,grieve,,,,,,,,,,, 
斥,65a5,reject,retreat,recede,withdraw,repel,repulse,,,,,, 
昔,6614,once upon a time,antiquity,old times,,,,,,,,, 
析,6790,chop,divide,tear,analyze,,,,,,,, 
石,77f3,stone,,,,,,,,,,, 
積,7a4d,volume,product (x*y),acreage,contents,pile up,stack,load,amass,,,, 
籍,7c4d,enroll,domiciliary register,membership,,,,,,,,, 
績,7e3e,exploits,unreeling cocoons,,,,,,,,,, 
脊,810a,stature,height,,,,,,,,,, 
責,8cac,blame,condemn,censure,,,,,,,,, 
赤,8d64,red,,,,,,,,,,, 
跡,8de1,tracks,mark,print,impression,,,,,,,, 
蹟,8e5f,remains,traces,footprint,,,,,,,,, 
碩,78a9,large,great,eminent,,,,,,,,, 
切,5207,cut,cutoff,be sharp,,,,,,,,, 
拙,62d9,bungling,clumsy,unskillful,,,,,,,,, 
接,63a5,touch,contact,adjoin,piece together,,,,,,,, 
摂,6442,vicarious,surrogate,act in addition to,,,,,,,,, 
折,6298,fold,break,fracture,bend,yield,submit,,,,,, 
設,8a2d,establishment,provision,prepare,,,,,,,,, 
窃,7a83,stealth,steal,secret,private,hushed,,,,,,, 
節,7bc0,node,season,period,occasion,verse,clause,stanza,honor,joint,knuckle,knob,knot 
説,8aac,rumor,opinion,theory,,,,,,,,, 
雪,96ea,snow,,,,,,,,,,, 
絶,7d76,discontinue,beyond,sever,cut off,abstain,interrupt,suppress,,,,, 
舌,820c,tongue,reed,clapper,,,,,,,,, 
蝉,8749,cicada,,,,,,,,,,, 
仙,4ed9,hermit,wizard,cent,,,,,,,,, 
先,5148,before,ahead,previous,future,precedence,,,,,,, 
千,5343,thousand,,,,,,,,,,, 
占,5360,fortune-telling,divining,forecasting,occupy,hold,have,get,take,,,, 
宣,5ba3,proclaim,say,announce,,,,,,,,, 
専,5c02,specialty,exclusive,mainly,solely,,,,,,,, 
尖,5c16,be pointed,sharp,taper,displeased,angry,edgy,,,,,, 
川,5ddd,stream,river,river or 3-stroke river radical (no. 47),,,,,,,,, 
戦,6226,war,battle,match,,,,,,,,, 
扇,6247,fan,folding fan,,,,,,,,,, 
撰,64b0,composing,editing,compiling,selecting,,,,,,,, 
栓,6813,plug,bolt,cork,bung,stopper,,,,,,, 
栴,6834,maple tree,colorful autumn foliage,,,,,,,,,, 
泉,6cc9,spring,fountain,,,,,,,,,, 
浅,6d45,shallow,superficial,frivolous,wretched,shameful,,,,,,, 
洗,6d17,wash,inquire into,probe,,,,,,,,, 
染,67d3,dye,color,paint,stain,print,,,,,,, 
潜,6f5c,submerge,conceal,hide,lower (voice),hush,,,,,,, 
煎,714e,broil,parch,roast,boil,,,,,,,, 
煽,717d,fan,flap,instigate,agitate,bolster up,gulp down,,,,,, 
旋,65cb,rotation,go around,,,,,,,,,, 
穿,7a7f,put on (to the feet),dig,pierce,drill,,,,,,,, 
箭,7bad,arrow,,,,,,,,,,, 
線,7dda,line,track,,,,,,,,,, 
繊,7e4a,slender,fine,thin kimono,,,,,,,,, 
羨,7fa8,envious,be jealous,covet,,,,,,,,, 
腺,817a,gland,,,,,,,,,,, 
舛,821b,dancing radical (no. 136),,,,,,,,,,, 
船,8239,ship,boat,,,,,,,,,, 
薦,85a6,recommend,mat,advise,encourage,offer,,,,,,, 
詮,8a6e,discussion,methods called for,selection,result,,,,,,,, 
賎,8cce,despise,low-life,poverty,,,,,,,,, 
践,8df5,tread,step on,trample,practice,carry through,,,,,,, 
選,9078,elect,select,choose,prefer,,,,,,,, 
遷,9077,transition,move,change,,,,,,,,, 
銭,92ad,coin,.01 yen,money,,,,,,,,, 
銑,9291,pig iron,,,,,,,,,,, 
閃,9583,flash,brandish,,,,,,,,,, 
鮮,9bae,fresh,vivid,clear,brilliant,Korea,,,,,,, 
前,524d,in front,before,,,,,,,,,, 
善,5584,virtuous,good,goodness,,,,,,,,, 
漸,6f38,steadily,gradually advancing,finally,barely,,,,,,,, 
然,7136,sort of thing,so,if so,in that case,well,,,,,,, 
全,5168,whole,entire,all,complete,fulfill,,,,,,, 
禅,7985,Zen,silent meditation,,,,,,,,,, 
繕,7e55,darning,repair,mend,trim,tidy up,adjust,,,,,, 
膳,81b3,small low table,tray,,,,,,,,,, 
糎,7cce,centimeter,(kokuji),,,,,,,,,, 
噌,564c,boisterous,,,,,,,,,,, 
塑,5851,model,molding,,,,,,,,,, 
岨,5ca8,a rocky mountain,,,,,,,,,,, 
措,63aa,set aside,give up,suspend,discontinue,lay aside,except,,,,,, 
曾,66fe,once,before,formerly,ever,never,ex-,,,,,, 
曽,66fd,formerly,once,before,ever,never,ex-,,,,,, 
楚,695a,whip,cane,,,,,,,,,, 
狙,72d9,aim at,sight,shadow,stalk,,,,,,,, 
疏,758f,pass through,note,commentary,estrangement,sparseness,neglect,,,,,, 
疎,758e,alienate,rough,neglect,shun,sparse,,,,,,, 
礎,790e,cornerstone,foundation stone,,,,,,,,,, 
祖,7956,ancestor,pioneer,founder,,,,,,,,, 
租,79df,tariff,crop tax,borrowing,,,,,,,,, 
粗,7c97,coarse,rough,rugged,,,,,,,,, 
素,7d20,elementary,principle,naked,uncovered,,,,,,,, 
組,7d44,association,braid,plait,construct,assemble,unite,cooperate,grapple,,,, 
蘇,8607,be resuscitated,revived,,,,,,,,,, 
訴,8a34,accusation,sue,complain of pain,appeal to,,,,,,,, 
阻,963b,thwart,separate from,prevent,obstruct,deter,impede,,,,,, 
遡,9061,go upstream,retrace the past,,,,,,,,,, 
鼠,9f20,rat,mouse,dark gray,,,,,,,,, 
僧,50e7,Buddhist priest,monk,,,,,,,,,, 
創,5275,genesis,wound,injury,hurt,start,originate,,,,,, 
双,53cc,pair,set,comparison,counter for pairs,,,,,,,, 
叢,53e2,plexus,clump of bushes,thicket,,,,,,,,, 
倉,5009,godown,warehouse,storehouse,cellar,treasury,,,,,,, 
喪,55aa,miss,mourning,,,,,,,,,, 
壮,58ee,robust,manhood,prosperity,,,,,,,,, 
奏,594f,play music,speak to a ruler,complete,,,,,,,,, 
爽,723d,refreshing,bracing,resonant,sweet,clear,,,,,,, 
宋,5b8b,dwell,Sung dynasty,,,,,,,,,, 
層,5c64,stratum,social class,layer,story,floor,,,,,,, 
匝,531d,go around,,,,,,,,,,, 
惣,60e3,all,,,,,,,,,,, 
想,60f3,concept,think,idea,thought,,,,,,,, 
捜,635c,search,look for,locate,,,,,,,,, 
掃,6383,sweep,brush,,,,,,,,,, 
挿,633f,insert,put in,graft,wear (sword),,,,,,,, 
掻,63bb,scratch,rake,comb,paddle,behead,,,,,,, 
操,64cd,maneuver,manipulate,operate,steer,chastity,virginity,fidelity,,,,, 
早,65e9,early,fast,,,,,,,,,, 
曹,66f9,cadet,friend,,,,,,,,,, 
巣,5de3,nest,rookery,hive,cobweb,den,,,,,,, 
槍,69cd,spear,lance,javelin,,,,,,,,, 
槽,69fd,vat,tub,tank,,,,,,,,, 
漕,6f15,rowing,scull,paddle,,,,,,,,, 
燥,71e5,parch,dry up,,,,,,,,,, 
争,4e89,contend,dispute,argue,,,,,,,,, 
痩,75e9,get thin,,,,,,,,,,, 
相,76f8,inter-,mutual,together,each other,minister of state,councillor,aspect,phase,physiognomy,,, 
窓,7a93,window,pane,,,,,,,,,, 
糟,7cdf,dregs,sediment,grounds,,,,,,,,, 
総,7dcf,general,whole,all,full,total,,,,,,, 
綜,7d9c,rule,,,,,,,,,,, 
聡,8061,wise,fast learner,,,,,,,,,, 
草,8349,grass,weeds,herbs,pasture,write,draft,,,,,, 
荘,8358,villa,inn,cottage,feudal manor,,,,,,,, 
葬,846c,interment,bury,shelve,,,,,,,,, 
蒼,84bc,blue,pale,,,,,,,,,, 
藻,85fb,seaweed,duckweed,,,,,,,,,, 
装,88c5,attire,dress,pretend,disguise,profess,,,,,,, 
走,8d70,run,,,,,,,,,,, 
送,9001,escort,send,,,,,,,,,, 
遭,906d,encounter,meet,party,association,interview,join,,,,,, 
鎗,9397,spear,lance,javelin,,,,,,,,, 
霜,971c,frost,,,,,,,,,,, 
騒,9a12,boisterous,make noise,clamor,disturb,excite,,,,,,, 
像,50cf,statue,picture,image,figure,portrait,,,,,,, 
増,5897,increase,add,augment,gain,promote,,,,,,, 
憎,618e,hate,detest,,,,,,,,,, 
臓,81d3,entrails,viscera,bowels,,,,,,,,, 
蔵,8535,storehouse,hide,own,have,possess,,,,,,, 
贈,8d08,presents,send,give to,award to,confer on,presenting something,,,,,, 
造,9020,create,make,structure,physique,,,,,,,, 
促,4fc3,stimulate,urge,press,demand,incite,,,,,,, 
側,5074,side,lean,oppose,regret,,,,,,,, 
則,5247,rule,follow,based on,model after,,,,,,,, 
即,5373,instant,namely,as is,conform,agree,adapt,,,,,, 
息,606f,breath,respiration,son,interest (on money),,,,,,,, 
捉,6349,catch,capture,,,,,,,,,, 
束,675f,bundle,sheaf,ream,tie in bundles,govern,manage,control,,,,, 
測,6e2c,fathom,plan,scheme,measure,,,,,,,, 
足,8db3,leg,foot,be sufficient,counter for pairs of footwear,,,,,,,, 
速,901f,quick,fast,,,,,,,,,, 
俗,4fd7,vulgar,customs,manners,worldliness,mundane things,,,,,,, 
属,5c5e,belong,genus,subordinate official,affiliated,,,,,,,, 
賊,8cca,burglar,rebel,traitor,robber,,,,,,,, 
族,65cf,tribe,family,,,,,,,,,, 
続,7d9a,continue,series,sequel,,,,,,,,, 
卒,5352,graduate,soldier,private,die,,,,,,,, 
袖,8896,sleeve,wing (building),extension,give cold shoulder,,,,,,,, 
其,5176,that,,,,,,,,,,, 
揃,63c3,be complete,uniform,all present,,,,,,,,, 
存,5b58,suppose,be aware of,believe,feel,,,,,,,, 
孫,5b6b,grandchild,descendants,,,,,,,,,, 
尊,5c0a,revered,valuable,precious,noble,exalted,,,,,,, 
損,640d,damage,loss,disadvantage,hurt,injure,,,,,,, 
村,6751,village,town,,,,,,,,,, 
遜,905c,humble,modest,,,,,,,,,, 
他,4ed6,other,another,the others,,,,,,,,, 
多,591a,many,frequent,much,,,,,,,,, 
太,592a,plump,thick,big around,,,,,,,,, 
汰,6c70,luxury,select,,,,,,,,,, 
詑,8a51,deceive,delude,,,,,,,,,, 
唾,553e,saliva,sputum,,,,,,,,,, 
堕,5815,degenerate,descend to,lapse into,,,,,,,,, 
妥,59a5,gentle,peace,depravity,,,,,,,,, 
惰,60f0,lazy,laziness,,,,,,,,,, 
打,6253,strike,hit,knock,pound,dozen,,,,,,, 
柁,67c1,rudder,helm,wheel,,,,,,,,, 
舵,8235,rudder,helm,wheel,,,,,,,,, 
楕,6955,ellipse,,,,,,,,,,, 
陀,9640,steep,,,,,,,,,,, 
駄,99c4,burdensome,pack horse,horse load,send by horse,,,,,,,, 
騨,9a28,dappled grey horse,,,,,,,,,,, 
体,4f53,body,substance,object,reality,counter for images,,,,,,, 
堆,5806,piled high,,,,,,,,,,, 
対,5bfe,vis-a-vis,opposite,even,equal,versus,anti-,compare,,,,, 
耐,8010,-proof,enduring,,,,,,,,,, 
岱,5cb1,old name for a Chinese mountain,Taishan,,,,,,,,,, 
帯,5e2f,sash,belt,obi,zone,region,,,,,,, 
待,5f85,wait,depend on,,,,,,,,,, 
怠,6020,neglect,laziness,,,,,,,,,, 
態,614b,attitude,condition,figure,appearance,voice (of verbs),,,,,,, 
戴,6234,be crowned with,live under (a ruler),receive,,,,,,,,, 
替,66ff,exchange,spare,substitute,per-,,,,,,,, 
泰,6cf0,peaceful,calm,peace,easy,Thailand,,,,,,, 
滞,6ede,stagnate,be delayed,overdue,arrears,,,,,,,, 
胎,80ce,womb,uterus,,,,,,,,,, 
腿,817f,thigh,femur,,,,,,,,,, 
苔,82d4,moss,lichen,,,,,,,,,, 
袋,888b,sack,bag,pouch,,,,,,,,, 
貸,8cb8,lend,,,,,,,,,,, 
退,9000,retreat,withdraw,retire,resign,repel,expel,reject,,,,, 
逮,902e,apprehend,chase,,,,,,,,,, 
隊,968a,regiment,party,company,squad,,,,,,,, 
黛,9edb,blackened eyebrows,,,,,,,,,,, 
鯛,9bdb,sea bream,red snapper,,,,,,,,,, 
代,4ee3,substitute,change,convert,replace,period,age,counter for decades of ages, eras, etc.,generation,charge,rate,fee, 
台,53f0,pedestal,a stand,counter for machines and vehicles,,,,,,,,, 
大,5927,large,big,,,,,,,,,, 
第,7b2c,No.,residence,,,,,,,,,, 
醍,918d,whey,good Buddhist teaching,,,,,,,,,, 
題,984c,topic,subject,,,,,,,,,, 
鷹,9df9,hawk,,,,,,,,,,, 
滝,6edd,waterfall,rapids,cascade,,,,,,,,, 
瀧,7027,waterfall,rapids,cascade,,,,,,,,, 
卓,5353,eminent,table,desk,high,,,,,,,, 
啄,5544,peck,pick up,,,,,,,,,, 
宅,5b85,home,house,residence,our house,my husband,,,,,,, 
托,6258,requesting,entrusting with,pretend,hint,,,,,,,, 
択,629e,choose,select,elect,prefer,,,,,,,, 
拓,62d3,clear (the land),open,break up (land),,,,,,,,, 
沢,6ca2,swamp,,,,,,,,,,, 
濯,6fef,laundry,wash,pour on,rinse,,,,,,,, 
琢,7422,polish,,,,,,,,,,, 
託,8a17,consign,requesting,entrusting with,pretend,hint,,,,,,, 
鐸,9438,large hand bell,,,,,,,,,,, 
濁,6fc1,voiced,uncleanness,wrong,nigori,impurity,,,,,,, 
諾,8afe,consent,assent,agreement,,,,,,,,, 
茸,8338,mushroom,,,,,,,,,,, 
凧,51e7,kite,(kokuji),,,,,,,,,, 
蛸,86f8,octopus,,,,,,,,,,, 
只,53ea,only,free,in addition,,,,,,,,, 
叩,53e9,strike,beat,hit,thrash,criticize,,,,,,, 
但,4f46,however,but,,,,,,,,,, 
達,9054,accomplished,reach,arrive,attain,,,,,,,, 
辰,8fb0,sign of the dragon,7-9AM,fifth sign of Chinese zodiac,shin dragon radical (no. 161),,,,,,,, 
奪,596a,rob,take by force,snatch away,dispossess,plunder,usurp,,,,,, 
脱,8131,undress,removing,escape from,get rid of,be left out,take off,,,,,, 
巽,5dfd,southeast,,,,,,,,,,, 
竪,7aea,length,height,warp,,,,,,,,, 
辿,8fbf,follow (road),pursue,,,,,,,,,, 
棚,68da,shelf,ledge,rack,mount,mantle,trellis,,,,,, 
谷,8c37,valley,,,,,,,,,,, 
狸,72f8,tanuki,raccoon,,,,,,,,,, 
鱈,9c48,codfish,(kokuji),,,,,,,,,, 
樽,6a3d,barrel,cask,keg,,,,,,,,, 
誰,8ab0,who,someone,somebody,,,,,,,,, 
丹,4e39,rust-colored,red,red lead,pills,,,,,,,, 
単,5358,simple,one,single,merely,,,,,,,, 
嘆,5606,sigh,lament,moan,grieve,,,,,,,, 
坦,5766,level,wide,,,,,,,,,, 
担,62c5,shouldering,carry,raise,bear,,,,,,,, 
探,63a2,grope,search,look for,,,,,,,,, 
旦,65e6,daybreak,dawn,morning,,,,,,,,, 
歎,6b4e,grief,lamentation,,,,,,,,,, 
淡,6de1,thin,faint,pale,fleeting,,,,,,,, 
湛,6e5b,fill,wear (a smile),clear,pure,dense,deep,,,,,, 
炭,70ad,charcoal,coal,,,,,,,,,, 
短,77ed,short,brevity,fault,defect,weak point,,,,,,, 
端,7aef,edge,origin,end,point,border,verge,cape,,,,, 
箪,7baa,bamboo rice basket,,,,,,,,,,, 
綻,7dbb,be rent,ripped,unravel,run,begin to open,smile,,,,,, 
耽,803d,addicted,absorbed in,,,,,,,,,, 
胆,80c6,gall bladder,courage,pluck,nerve,,,,,,,, 
蛋,86cb,barbarian,egg,,,,,,,,,, 
誕,8a95,nativity,be born,declension,lie,be arbitrary,,,,,,, 
鍛,935b,forge,discipline,train,,,,,,,,, 
団,56e3,group,association,,,,,,,,,, 
壇,58c7,podium,stage,rostrum,terrace,,,,,,,, 
弾,5f3e,bullet,twang,flip,snap,,,,,,,, 
断,65ad,severance,decline,refuse,apologize,warn,dismiss,prohibit,decision,judgement,cutting,, 
暖,6696,warmth,,,,,,,,,,, 
檀,6a80,cedar,sandlewood,spindle tree,,,,,,,,, 
段,6bb5,grade,steps,stairs,,,,,,,,, 
男,7537,male,,,,,,,,,,, 
談,8ac7,discuss,talk,,,,,,,,,, 
値,5024,price,cost,value,,,,,,,,, 
知,77e5,know,wisdom,,,,,,,,,, 
地,5730,ground,earth,,,,,,,,,, 
弛,5f1b,slacken,relax,,,,,,,,,, 
恥,6065,shame,dishonor,,,,,,,,,, 
智,667a,wisdom,intellect,reason,,,,,,,,, 
池,6c60,pond,cistern,pool,reservoir,,,,,,,, 
痴,75f4,stupid,foolish,,,,,,,,,, 
稚,7a1a,immature,young,,,,,,,,,, 
置,7f6e,placement,put,set,deposit,leave behind,keep,employ,pawn,,,, 
致,81f4,doth,do,send,forward,cause,exert,incur,engage,,,, 
蜘,8718,spider,,,,,,,,,,, 
遅,9045,slow,late,back,later,,,,,,,, 
馳,99b3,run,gallop,sail,drive (a wagon),win (fame),despatch,,,,,, 
築,7bc9,fabricate,build,construct,,,,,,,,, 
畜,755c,livestock,domestic fowl and animals,,,,,,,,,, 
竹,7af9,bamboo,,,,,,,,,,, 
筑,7b51,an ancient musical instrument,,,,,,,,,,, 
蓄,84c4,amass,keeping a concubine,phonograph,,,,,,,,, 
逐,9010,pursue,drive away,chase,accomplish,attain,commit,,,,,, 
秩,79e9,regularity,salary,order,,,,,,,,, 
窒,7a92,plug up,obstruct,,,,,,,,,, 
茶,8336,tea,,,,,,,,,,, 
嫡,5ae1,legitimate wife,direct descent (non-bastard),,,,,,,,,, 
着,7740,don,arrive,wear,counter for suits of clothing,,,,,,,, 
中,4e2d,in,inside,middle,mean,center,,,,,,, 
仲,4ef2,go-between,relationship,,,,,,,,,, 
宙,5b99,mid-air,air,space,sky,memorization,interval of time,,,,,, 
忠,5fe0,loyalty,fidelity,faithfulness,,,,,,,,, 
抽,62bd,pluck,pull,extract,excel,,,,,,,, 
昼,663c,daytime,noon,,,,,,,,,, 
柱,67f1,pillar,post,cylinder,support,,,,,,,, 
注,6ce8,pour,irrigate,shed (tears),flow into,concentrate on,notes,comment,annotate,,,, 
虫,866b,insect,bug,temper,,,,,,,,, 
衷,8877,inmost,heart,mind,inside,,,,,,,, 
註,8a3b,notes,comment,annotate,,,,,,,,, 
酎,914e,sake,,,,,,,,,,, 
鋳,92f3,casting,mint,,,,,,,,,, 
駐,99d0,stop-over,reside in,resident,,,,,,,,, 
樗,6a17,Japanese bead tree,,,,,,,,,,, 
瀦,7026,pool,puddle,,,,,,,,,, 
猪,732a,boar,,,,,,,,,,, 
苧,82e7,hemp,flax,,,,,,,,,, 
著,8457,renowned,publish,write,remarkable,phenomenal,put on,don,wear,arrival,finish (race),counter for suits of clothing,literary work 
貯,8caf,savings,store,lay in,keep,wear mustache,,,,,,, 
丁,4e01,street,ward,town,counter for guns, tools, leaves or cakes of something,even number,4th calendar sign,,,,,, 
兆,5146,portent,10**12,trillion,sign,omen,symptoms,,,,,, 
凋,51cb,wither,droop,lame,,,,,,,,, 
喋,558b,talk,chat,chatter,,,,,,,,, 
寵,5bf5,affection,love,patronage,,,,,,,,, 
帖,5e16,quire (of paper),bundle of seaweed,counter for screens,notebook,,,,,,,, 
帳,5e33,notebook,account book,album,curtain,veil,net,tent,,,,, 
庁,5e81,government office,,,,,,,,,,, 
弔,5f14,condolences,mourning,funeral,,,,,,,,, 
張,5f35,lengthen,counter for bows & stringed instruments,stretch,spread,put up (tent),,,,,,, 
彫,5f6b,carve,engrave,chisel,,,,,,,,, 
徴,5fb4,indications,sign,omen,symptom,collect,seek,refer to,question,,,, 
懲,61f2,penal,chastise,punish,discipline,,,,,,,, 
挑,6311,challenge,contend for,make love to,,,,,,,,, 
暢,66a2,stretch,,,,,,,,,,, 
朝,671d,morning,dynasty,regime,epoch,period,(North) Korea,,,,,, 
潮,6f6e,tide,salt water,opportunity,,,,,,,,, 
牒,7252,label,genealogy,circular,,,,,,,,, 
町,753a,town,village,block,street,,,,,,,, 
眺,773a,stare,watch,look at,see,scrutinize,,,,,,, 
聴,8074,listen,headstrong,naughty,careful inquiry,,,,,,,, 
脹,8139,dilate,distend,bulge,fill out,swell,,,,,,, 
腸,8178,intestines,guts,bowels,viscera,,,,,,,, 
